1547452800,import,4500
1547452801,import,4500
1547452802,import,4500
1547452803,import,4500
1547452804,import,4500
1547452805,import,4500
1547452806,import,4500
1547452807,import,4500
1547452808,import,4500
1547452809,import,4500
1547452810,import,4500
1547452811,import,4500
1547452812,import,4500
1547452813,import,4500
1547452814,import,4500
1547452815,import,4500
1547452816,import,4500
1547452817,import,4500
1547452818,import,4500
1547452819,import,4500
1547452820,import,4500
1547452821,import,4500
1547452822,import,4500
1547452823,import,4500
1547452824,import,4500
1547452825,import,4500
1547452826,import,4500
1547452827,import,4500
1547452828,import,4500
1547452829,import,4500
1547452830,import,4500
1547452831,import,4500
1547452832,import,4500
1547452833,import,4500
1547452834,import,4500
1547452835,import,4500
1547452836,import,4500
1547452837,import,4500
1547452838,import,4500
1547452839,import,4500
1547452840,import,4500
1547452841,import,4500
1547452842,import,4500
1547452843,import,4500
1547452844,import,4500
1547452845,import,4500
1547452846,import,4500
1547452847,import,4500
1547452848,import,4500
1547452849,import,4500
1547452850,import,4500
1547452851,import,4500
1547452852,import,4500
1547452853,import,4500
1547452854,import,4500
1547452855,import,4500
1547452856,import,4500
1547452857,import,4500
1547452858,import,4500
1547452859,import,4500
1547452860,import,4500
1547452861,import,4500
1547452862,import,4500
1547452863,import,4500
1547452864,import,4500
1547452865,import,4500
1547452866,import,4500
1547452867,import,4500
1547452868,import,4500
1547452869,import,4500
1547452870,import,4500
1547452871,import,4500
1547452872,import,4500
1547452873,import,4500
1547452874,import,4500
1547452875,import,4500
1547452876,import,4500
1547452877,import,4500
1547452878,import,4500
1547452879,import,4500
1547452880,import,4500
1547452881,import,4500
1547452882,import,4500
1547452883,import,4500
1547452884,import,4500
1547452885,import,4500
1547452886,import,4500
1547452887,import,4500
1547452888,import,4500
1547452889,import,4500
1547452890,import,4500
1547452891,import,4500
1547452892,import,4500
1547452893,import,4500
1547452894,import,4500
1547452895,import,4500
1547452896,import,4500
1547452897,import,4500
1547452898,import,4500
1547452899,import,4500
1547452900,import,4500
1547452901,import,4500
1547452902,import,4500
1547452903,import,4500
1547452904,import,4500
1547452905,import,4500
1547452906,import,4500
1547452907,import,4500
1547452908,import,4500
1547452909,import,4500
1547452910,import,4500
1547452911,import,4500
1547452912,import,4500
1547452913,import,4500
1547452914,import,4500
1547452915,import,4500
1547452916,import,4500
1547452917,import,4500
1547452918,import,4500
1547452919,import,4500
1547452920,import,4500
1547452921,import,4500
1547452922,import,4500
1547452923,import,4500
1547452924,import,4500
1547452925,import,4500
1547452926,import,4500
1547452927,import,4500
1547452928,import,4500
1547452929,import,4500
1547452930,import,4500
1547452931,import,4500
1547452932,import,4500
1547452933,import,4500
1547452934,import,4500
1547452935,import,4500
1547452936,import,4500
1547452937,import,4500
1547452938,import,4500
1547452939,import,4500
1547452940,import,4500
1547452941,import,4500
1547452942,import,4500
1547452943,import,4500
1547452944,import,4500
1547452945,import,4500
1547452946,import,4500
1547452947,import,4500
1547452948,import,4500
1547452949,import,4500
1547452950,import,4500
1547452951,import,4500
1547452952,import,4500
1547452953,import,4500
1547452954,import,4500
1547452955,import,4500
1547452956,import,4500
1547452957,import,4500
1547452958,import,4500
1547452959,import,4500
1547452960,import,4500
1547452961,import,4500
1547452962,import,4500
1547452963,import,4500
1547452964,import,4500
1547452965,import,4500
1547452966,import,4500
1547452967,import,4500
1547452968,import,4500
1547452969,import,4500
1547452970,import,4500
1547452971,import,4500
1547452972,import,4500
1547452973,import,4500
1547452974,import,4500
1547452975,import,4500
1547452976,import,4500
1547452977,import,4500
1547452978,import,4500
1547452979,import,4500
1547452980,import,4500
1547452981,import,4500
1547452982,import,4500
1547452983,import,4500
1547452984,import,4500
1547452985,import,4500
1547452986,import,4500
1547452987,import,4500
1547452988,import,4500
1547452989,import,4500
1547452990,import,4500
1547452991,import,4500
1547452992,import,4500
1547452993,import,4500
1547452994,import,4500
